name,price,mrp,discount,link,affiliate_link,image,category,breadcrumb,category_level,parent_category
MOKRUSH Cordless Portable Wireless Pressure Washer Gun 48V 12000mah High Pressure Water Gun for Car Wash Bike Washing Cleaning| Adjustable Nozzle and 5M Hose Pipe (Double_Battery) (Black 2),1449.0,2999.0,52%,https://www.amazon.in/MOKRUSH-Cordless-Portable-Adjustable-Double_Battery/dp/B0DN1R92TM/ref=zg_bs_g_5257472031_d_sccl_16/262-4926581-2689363?psc=1,https://www.amazon.in/dp/B0DN1R92TM?&linkCode=ll1&tag=902300-21&linkId=6ed114de9a8c3159f71b575e&language=en_IN&ref_=as_li_ss_tl,https://m.media-amazon.com/images/I/411ZuwwYiCL._SY300_SX300_QL70_ML2_.jpg,Car & Motorbike Care,Car & Motorbike Care,1,
Jopasu Car Duster Brush (Juggernaut Series) For Dusting & Cleaning Water Saver & Eco-Friendly,899.0,549.0,N/A,https://www.amazon.in/JOPASU-Jopasu-Juggernaut-Car-Duster/dp/B07B9S75LM/ref=zg_bs_g_5257472031_d_sccl_17/262-4926581-2689363?psc=1,https://www.amazon.in/dp/B07B9S75LM?&linkCode=ll1&tag=902300-21&linkId=17571cffb4ec5641f2d196bd&language=en_IN&ref_=as_li_ss_tl,https://m.media-amazon.com/images/I/41ysa1Cg3KL._SX300_SY300_QL70_ML2_.jpg,Car & Motorbike Care,Car & Motorbike Care,1,
"SHAYONAM 5 PCS Microfiber Car Duster Kit|Interior & Exterior Car Cleaning Detailing Tool|Scratch & Lint Free, Pollen Removing|Extendable Long Handle Duster for Car, SUV, & Motorcycle/*-",499.0,999.0,50%,https://www.amazon.in/SHAYONAM-Microfiber-Detailing-Extendable-Motorcycle/dp/B0DM9JC4Z9/ref=zg_bs_g_5257472031_d_sccl_18/262-4926581-2689363?psc=1,https://www.amazon.in/dp/B0DM9JC4Z9?&linkCode=ll1&tag=902300-21&linkId=c0a3218bdec8a9d63c3bc260&language=en_IN&ref_=as_li_ss_tl,https://m.media-amazon.com/images/I/41w2DYULo4L._SX300_SY300_QL70_ML2_.jpg,Car & Motorbike Care,Car & Motorbike Care,1,
"3M Car Glass Cleaner, 500ml | Remove Stains, Filmy Residues, Grime and Fingerprints from Windshields and Windows | Streak-Free Shine",415.0,467.0,11%,https://www.amazon.in/3M-Residues-Fingerprints-Windshields-Streak-Free/dp/B00S5SB3LY/ref=zg_bs_g_5257472031_d_sccl_19/262-4926581-2689363?psc=1,https://www.amazon.in/dp/B00S5SB3LY?&linkCode=ll1&tag=902300-21&linkId=95e769c37f69667cb66f9501&language=en_IN&ref_=as_li_ss_tl,https://m.media-amazon.com/images/I/314bkRSy3XL._SX300_SY300_QL70_ML2_.jpg,Car & Motorbike Care,Car & Motorbike Care,1,
ShineXPro 200mL Windshield Washer Fluid For Car - Car Windshield Cleaner Liquid In Concentrate Form (20mL Enough For 1L Tank) - Get A Streak Free Finish With Our Car Wiper Liquid,251.0,299.0,16%,https://www.amazon.in/ShineXPro-200mL-Windshield-Washer-Fluid/dp/B09R819BZS/ref=zg_bs_g_5257472031_d_sccl_20/262-4926581-2689363?psc=1,https://www.amazon.in/dp/B09R819BZS?&linkCode=ll1&tag=902300-21&linkId=dd439aa0b8bc29ba0e8e2260&language=en_IN&ref_=as_li_ss_tl,https://m.media-amazon.com/images/I/311qKA1UV0L._SX300_SY300_QL70_ML2_.jpg,Car & Motorbike Care,Car & Motorbike Care,1,
"AGARO Supreme High Pressure Washer, Car Washer, 1800 Watts Motor, 120 Bars, 6.5L/Min Flow Rate, 8 Meters Outlet Hose, Portable, Car, Bike & Home Cleaning, Black and Orange",4399.0,8990.0,51%,https://www.amazon.in/Supreme-Pressure-Portable-Cleaning-Purpose/dp/B09VKWGZD7/ref=zg_bs_g_5257472031_d_sccl_21/262-4926581-2689363?psc=1,https://www.amazon.in/dp/B09VKWGZD7?&linkCode=ll1&tag=902300-21&linkId=fc399187d42c68f3431fbdbc&language=en_IN&ref_=as_li_ss_tl,https://m.media-amazon.com/images/I/41qERs-maiL._SX300_SY300_QL70_ML2_.jpg,Car & Motorbike Care,Car & Motorbike Care,1,
"ShineXPro Microfiber Cloth For Car - Puremagic 1100 Gsm Twisted Loop Super Absorbent Towel - Edgeless Design With Plush Pile, Lint Free Cloth For Drying & Detailing, Transparent",599.0,1149.0,48%,https://www.amazon.in/ShineXPro-Microfiber-Cloth-Car-PureMagic/dp/B09NY7VK6G/ref=zg_bs_g_5257472031_d_sccl_22/262-4926581-2689363?psc=1,https://www.amazon.in/dp/B09NY7VK6G?&linkCode=ll1&tag=902300-21&linkId=8d86eaed6a0e16db090ca0b5&language=en_IN&ref_=as_li_ss_tl,https://m.media-amazon.com/images/I/51vSZ5aCLjL._SX300_SY300_QL70_ML2_.jpg,Car & Motorbike Care,Car & Motorbike Care,1,
"DADLM® 3 in 1 Portable Car Vacuum Cleaner with Blower | USB Rechargeable Wireless Handheld Car Vacuum Cleaner Traveling, Camping Reusable,Portable,Rechargeable (Vacuum with Blower) (1)",448.0,1298.0,65%,https://www.amazon.in/Portable-Rechargeable-Wireless-Handheld-Traveling/dp/B0DBJC1PHC/ref=zg_bs_g_5257472031_d_sccl_23/262-4926581-2689363?psc=1,https://www.amazon.in/dp/B0DBJC1PHC?&linkCode=ll1&tag=902300-21&linkId=9a3ba404e9c3a6a1d8d5e7c9&language=en_IN&ref_=as_li_ss_tl,https://m.media-amazon.com/images/I/41a0cOTBeSL._SY300_SX300_QL70_ML2_.jpg,Car & Motorbike Care,Car & Motorbike Care,1,
"Wavex Wonder Wash Car Shampoo (1L) | Luxurious Car Wash Shampoo, Honey Thick with Super Suds | Car Washing Shampoo with Peach Fragrance, Produces Thick Foam",395.0,546.0,28%,https://www.amazon.in/WW1K-Wonder-Shampoo-Golden-Orange/dp/B00XCCPMWO/ref=zg_bs_g_5257472031_d_sccl_24/262-4926581-2689363?psc=1,https://www.amazon.in/dp/B00XCCPMWO?&linkCode=ll1&tag=902300-21&linkId=bb459aebbe6f489974da6257&language=en_IN&ref_=as_li_ss_tl,https://m.media-amazon.com/images/I/41dsOS6sp8L._SX300_SY300_QL70_ML2_.jpg,Car & Motorbike Care,Car & Motorbike Care,1,
"Radiant Concentrated Automotive Glass Wiper Cleaning Tablets, Car Windshield Washer Solid Tablets, Glass Cleaner Tablets (Pack of 50)",199.0,599.0,67%,https://www.amazon.in/Radiant-Concentrated-Automotive-Cleaning-Windshield/dp/B0D9LXN2PC/ref=zg_bs_g_5257472031_d_sccl_25/262-4926581-2689363?psc=1,https://www.amazon.in/dp/B0D9LXN2PC?&linkCode=ll1&tag=902300-21&linkId=805e2c7433df59ac28cbee0c&language=en_IN&ref_=as_li_ss_tl,https://m.media-amazon.com/images/I/61PyQFJdbxL._SX300_SY300_QL70_ML2_.jpg,Car & Motorbike Care,Car & Motorbike Care,1,
"5 PCs Microfiber Car Duster with Long Handle Car Cleaning Brush Exteriror and Interiror Car Cleaning Cloth Car Ac Vent Cleaner Brush for Car, Motorbike, SUVs Car Cleaning Kit (A1)",419.0,1299.0,68%,https://www.amazon.in/Microfiber-Car-Exteriror-Interiror-Motorbike/dp/B0DPTDYPNP/ref=zg_bs_g_5257472031_d_sccl_26/262-4926581-2689363?psc=1,https://www.amazon.in/dp/B0DPTDYPNP?&linkCode=ll1&tag=902300-21&linkId=85a05906aa7d7f8f35ec6440&language=en_IN&ref_=as_li_ss_tl,https://m.media-amazon.com/images/I/41710ksuu7L._SX300_SY300_QL70_ML2_.jpg,Car & Motorbike Care,Car & Motorbike Care,1,
"AllExtreme ‎CYL-06-T Multi-Purpose Bike Chain Cleaner Brush with Soft & Long Bristles Ideal for Quick Cleaning of Cycles, Motorcycles (Blue)",149.0,150.0,1%,https://www.amazon.in/AllExtreme-%E2%80%8ECYL-06-T-Multi-Purpose-Bristles-Motorcycles/dp/B076DC73XF/ref=zg_bs_g_5257472031_d_sccl_27/262-4926581-2689363?psc=1,https://www.amazon.in/dp/B076DC73XF?&linkCode=ll1&tag=902300-21&linkId=ad36a9fcebb5be3754644e54&language=en_IN&ref_=as_li_ss_tl,https://m.media-amazon.com/images/I/31MwjJZe7uL._SX300_SY300_QL70_ML2_.jpg,Car & Motorbike Care,Car & Motorbike Care,1,
